$ts,$id,$x,$y,HWS_RetWtrTemp,HWS_SupWtrTemp,address,battery,boiler1_run,boiler2_run,boiler_selection_mode,cloud_cover,co2_ppm,connected,customer,demo,device_type,door,energy,error,event,external_temperature,floor,hardware_version,home,humidity,hvac_discharge_pressure,insolation,is_demo_device,kW,label,latitude,light,longitude,mode,occupied,power,precipitation_intensity,pump_run,rssi,site,square_metres,switched_on,target_temp_ideal,target_temp_max,target_temp_min,temperature,water_temp,wind_speed,window,zone
1642713130.918763,32-6c-9c-7c-43-0a, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,33-92-bb-a5-2b-32, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,34-b1-4c-a1-bd-66, , , , , , ,False,False, , , , , , , , , , , ,282.31, , , , , ,0.0, ,3.125, , , , , , , , , , , , , ,21,22,20,95.3, , , , 
1642713130.918763,35-17-18-66-cf-65, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,35-c5-21-33-55-da, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,36-16-84-c5-3e-ef, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,36-c8-c1-14-4f-d9, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,37-86-83-e9-c6-c7, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,38-b1-a5-87-90-8e, , , , , , ,False,False, , , , , , , , , , , ,282.31, , , , , ,0.0, ,3.125, , , , , , , , , , , , , ,21,22,20,95.3, , , , 
1642713130.918763,39-31-d6-f5-5b-d8, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,39-71-94-f8-ec-ac, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,39-a6-65-e6-95-e0, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,39-f1-b7-0c-64-e7, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,3d-1a-38-a3-01-78, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,3d-2e-ee-6b-ca-03, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,40-76-dc-53-65-4e, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,40-e4-74-5f-e7-4d, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,41-5f-23-de-07-65, , , , , , , , , , ,894, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,44-51-91-c5-01-15, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,45-6e-bb-03-e0-95, , , , , , ,False,False, , , , , , , , , , , ,282.31, , , , , ,0.0, ,3.125, , , , , , , , , , , , , ,21,22,20,95.3, , , , 
1642713130.918763,46-43-f2-1c-4d-d1, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,46-6b-ea-44-c7-94, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,48-35-fa-9c-88-64, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,48-86-de-eb-6d-72, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,49-b4-80-16-db-6d, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,231.8, , , , 
1642713130.918763,4a-2e-94-89-6f-c6, , , , , , ,False,False, , , , , , , , , , , ,282.31, , , , , ,0.0, ,3.125, , , , , , , , , , , , , ,21,22,20,95.3, , , , 
1642713130.918763,4b-63-50-ba-73-a1, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,4b-b6-85-5a-67-8c, , , , , , , , , , ,1246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,4c-91-91-ed-cc-48, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,4d-61-c8-24-9c-d5, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,231.8, , , , 
1642713130.918763,4d-b6-5b-79-6a-85, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,4e-a1-bd-9b-7f-eb, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,4e-bf-98-c7-40-5e, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,4e-fa-97-ed-6f-b6, , , , , , , , , , ,775, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,4f-8b-a4-59-a0-2c, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,51-1e-ae-36-42-58, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,51-e4-36-9d-04-e2, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,52-75-44-15-c2-86, , , , , , ,False,False, , , , , , , , , , , ,267.03, , , , , ,14.539049385594637, ,26.041666666666664, , , , , , , , , , , , , ,21,28,10,153.8, , , , 
1642713130.918763,53-83-49-68-11-64, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,220.7, , , , 
1642713130.918763,53-8e-71-e3-50-e4, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,54-4a-b1-e7-52-24, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,54-dc-90-3a-29-7a, , , , , , , , , , ,1070, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,54-f9-cd-f6-23-13, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,55-dd-a6-0a-03-eb, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,58-39-23-07-06-68, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,5a-09-97-9c-37-1b, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,5a-b2-18-07-21-22, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,5c-99-ba-5f-49-65, , , , , , , , , , ,1116, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,5d-5d-6d-4b-63-d2, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,5e-c3-d7-ad-68-e2, , , , , , ,False,False, , , , , , , , , , , ,266.54, , , , , ,9.096042569856092, ,19.53125, , , , , , , , , , , , , ,21,28,10,146.6, , , , 
1642713130.918763,5f-3d-8f-9f-c2-8c, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,5f-5d-b7-e0-7d-0a, , , , , , ,False,False, , , , , , , , , , , ,282.31, , , , , ,0.0, ,3.125, , , , , , , , , , , , , ,21,22,20,95.3, , , , 
1642713130.918763,61-08-17-d2-0a-a4, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,62-f1-aa-c7-0e-de, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,64-61-f2-0d-3e-71, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,64-a6-c7-0f-0b-a2, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,262.1, , , , 
1642713130.918763,65-02-4a-98-98-eb, , , , , , ,False,False, , , , , , , , , , , ,259.02, , , , , ,11.4068901990907, ,6.510416666666666, , , , , , , , , , , , , ,21,28,10,104.0, , , , 
1642713130.918763,65-b3-43-f2-fb-10, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,65-cf-d8-12-b0-70, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,67-2e-f5-c5-4c-f0, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,67-81-32-02-27-59, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,67-c6-02-d8-e8-b3, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,68-c7-5e-3b-49-02, , , , , , , , , , ,1019, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,69-ad-00-84-f4-58, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,6c-af-fb-cc-4b-a2, , , , , , ,False,False, , , , , , , , , , , ,282.31, , , , , ,0.0, ,3.125, , , , , , , , , , , , , ,21,22,20,95.3, , , , 
1642713130.918763,6f-7e-22-a1-51-2b, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,6f-e8-83-e8-11-d8, , , , , , , , , , ,994, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,72-fb-87-8a-ef-1a, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,74-80-94-96-44-45, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,231.8, , , , 
1642713130.918763,74-e3-05-b4-fb-ca, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,76-96-1c-7d-ab-7f, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,7a-6c-3c-c9-fd-0f, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,7a-83-71-b9-ba-cd, , , , , , , , , , ,977, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,7a-bf-52-71-87-c6, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,7b-13-e1-46-f4-f2, , , , , , ,False,False,2, , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,7c-ad-c1-a6-3d-b1, , , , , , , , , , ,1157, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,7c-c1-99-96-7b-d3, , , , , , , , , , ,1043, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,7d-ac-ea-60-0d-3d, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,7e-c4-11-80-f8-d9, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,7f-6b-54-f1-ea-a6, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,265.8, , , , 
1642713130.918763,7f-af-f0-ac-f3-fd, , , , , , , , , , ,884, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,80-c5-3c-9d-e2-06, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,80-ca-f2-c0-6f-ac, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,84-04-e9-0b-69-f2, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,84-87-07-1a-4b-ea, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,85-b0-c4-61-96-7e, , , , , , , , , , ,1017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,86-2e-67-1b-8e-e6, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,87-d9-66-d5-94-20, , , , , , , , , , ,1082, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,89-0e-00-c3-7c-61, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,89-30-a7-84-19-65, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,8a-0a-b7-61-96-c7, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,8b-99-09-dd-37-88, , , , , , , , , , ,1068, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,8d-bd-be-71-de-90, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,8e-21-ce-c5-41-3d, , , , , , , , , , ,1055, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,8e-c3-f2-3b-41-fe, , , , , , ,False,False, , , , , , , , , , , ,282.31, , , , , ,0.0, ,3.125, , , , , , , , , , , , , ,21,22,20,95.3, , , , 
1642713130.918763,91-1f-ec-f8-73-92, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,91-46-42-24-5b-21, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,91-cc-53-19-46-92, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,92-97-5e-89-2f-52, , , , , , , , , , ,1049, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,93-c7-b8-90-7c-4e, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,94-cf-e7-d1-c7-4d, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,94-f0-9e-08-a9-92, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,232.5, , , , 
1642713130.918763,95-57-80-f3-c0-a6, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,96-09-04-ed-44-58, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,96-0c-6f-f9-4d-fd, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,96-62-3b-6b-1c-14, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,96-d2-ec-56-0e-0f, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,97-4e-af-c6-4b-cb, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,97-5f-6a-2c-13-a3, , , , , , , , , , ,1126, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,97-82-f2-f4-35-1b, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,98-54-1e-64-a1-9a, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,98-6a-b3-c6-2c-22, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,99-8c-8f-ad-73-58, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,9a-9e-8c-bb-24-80, , , , , , , , , , ,1126, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,9c-e2-c3-1b-1f-b2, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,9d-49-9b-a3-ad-9e, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,9e-3c-7b-f9-60-46, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,9e-49-de-18-f4-e3, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,9e-89-ac-38-dd-96, , , , , , ,False,False, , , , , , , , , , , ,282.31, , , , , ,0.0, ,3.125, , , , , , , , , , , , , ,21,22,20,95.3, , , , 
1642713130.918763,9f-cd-32-58-f0-f0, , , , , , , , , , ,1024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,a1-9d-55-41-31-ca, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,a2-ad-02-bb-84-18, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,a2-f3-d0-92-a9-53, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,a3-18-ba-07-c2-0a, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,a5-77-85-b6-e6-5a, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,a5-f2-db-3f-6d-04, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,a6-9e-db-b5-da-c7, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,a6-b9-ae-11-de-43, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,a7-e9-cf-04-ae-95, , , , , , , , , , ,1058, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,a9-50-9a-19-0b-0e, , , , , , , , , , ,1028, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,aa-27-fd-50-84-5a, , , , , , , , , , ,970, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,aa-72-52-4b-6e-94, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,ac-23-c8-80-c4-87, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,ac-ed-77-51-f2-71, , , , , , , , , , ,1067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,ad-f9-63-a6-e1-ad, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,ae-2e-cf-c3-da-e0, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,af-c8-47-1f-eb-76, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,b1-a3-eb-2c-c5-0c, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,b1-a4-2d-74-fd-e9, , , , , , ,False,False, , , , , , , , , , , ,266.54, , , , , ,9.089734297781025, ,45.572916666666664, , , , , , , , , , , , , ,21,28,10,146.6, , , , 
1642713130.918763,b1-df-03-c2-4d-46, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,b2-68-3d-31-71-45, , , , , , , , , , ,1018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,b3-7f-a7-23-61-80, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,b4-29-46-72-46-81, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,95.6, , , , 
1642713130.918763,b5-8f-90-88-9c-99, , , , , , , , , , ,403, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1642713130.918763,b8-d2-8f-40-2d-67, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.90625, , , , , , , , , , , , , ,21,22,20,96.5, , , , 
1642713130.918763,b9-94-2d-14-8f-bc, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,262.1, , , , 
1642713130.918763,ba-5a-38-1d-65-96, , , , , , ,False,False, , , , , , , , , , , ,283.31, , , , , ,0.0, ,3.515625, , , , , , , , , , , , , ,21,22,20,231.8, , , , 
